Power
t(s)	P(W)
 9.145507813e-009	0
 9.155273438e-009	0
 9.165039063e-009	0
 9.174804688e-009	0
 9.184570313e-009	0
 9.194335938e-009	0
 9.204101563e-009	0
 9.213867188e-009	0
 9.223632813e-009	0
 9.233398438e-009	0
 9.243164063e-009	0
 9.252929687e-009	0
 9.262695312e-009	0
 9.272460937e-009	0
 9.282226562e-009	0
 9.291992187e-009	0
 9.301757812e-009	0
 9.311523438e-009	0
 9.321289063e-009	0
 9.331054688e-009	0
 9.340820313e-009	0
 9.350585938e-009	0
 9.360351563e-009	0
 9.370117188e-009	0
 9.379882813e-009	0
 9.389648438e-009	0
 9.399414063e-009	0
 9.409179688e-009	0
 9.418945313e-009	0
 9.428710937e-009	0
 9.438476562e-009	0
 9.448242187e-009	0
 9.458007812e-009	0
 9.467773437e-009	0
 9.477539062e-009	0
 9.487304688e-009	0
 9.497070313e-009	0
 9.506835938e-009	0
 9.516601563e-009	0
 9.526367188e-009	0
 9.536132813e-009	0
 9.545898438e-009	0
 9.555664063e-009	0
 9.565429688e-009	0
 9.575195313e-009	0
 9.584960938e-009	0
 9.594726563e-009	0
 9.604492187e-009	0
 9.614257812e-009	0
 9.624023437e-009	0
 9.633789062e-009	0
 9.643554687e-009	0
 9.653320312e-009	0
 9.663085938e-009	0
 9.672851563e-009	0
 9.682617188e-009	0
 9.692382813e-009	0
 9.702148438e-009	0
 9.711914063e-009	0
 9.721679688e-009	0
 9.731445313e-009	0
 9.741210938e-009	0
 9.750976563e-009	0
 9.760742188e-009	0
 9.770507812e-009	0
 9.780273437e-009	0
 9.790039062e-009	0
 9.799804687e-009	0
 9.809570312e-009	0
 9.819335937e-009	0
 9.829101563e-009	0
 9.838867188e-009	0
 9.848632813e-009	0
 9.858398438e-009	0
 9.868164063e-009	0
 9.877929688e-009	0
 9.887695313e-009	0
 9.897460938e-009	0
 9.907226563e-009	0
 9.916992188e-009	0
 9.926757813e-009	0
 9.936523438e-009	0
 9.946289062e-009	0
 9.956054687e-009	0
 9.965820312e-009	0
 9.975585937e-009	0
 9.985351562e-009	0
 9.995117187e-009	0
